_ID_,_VAL_
0,0.1199435563137198
1,0.6108968173789602
2,0.19239627807716794
3,0.3364356097204577
4,0.6082356384292024
5,0.2744635318426385
6,0.057931020646435745
7,0.13237258945485797
8,0.09810239514618518
9,0.3612396488399431
10,0.08912393459126315
11,0.487592908547223
12,0.042665461565824396
13,0.12347602032641405
14,0.658216031097306
15,0.2134839924850732
16,0.048672456327324254
17,0.2571192213508019
18,0.35791353606486975
19,0.10101613976733165
20,0.056689959744091765
21,0.22776132893544818
22,0.16658362222675188
23,0.0524740829645889
24,0.691494404660676
25,0.2765830196491148
26,0.4277249201189956
27,0.10621788447422731
28,0.08783545383095791
29,0.1584867177325515
30,0.21057082408243238
31,0.10436792282191666
32,0.21933939348390336
33,0.14395112580075078
34,0.1666705919974925
35,0.033996888606481014
36,0.13116107645967293
37,0.062388889564258206
38,0.1345016805254468
39,0.1376027636319376
40,0.10446057477416038
41,0.2341866225265283
42,0.04428300481359175
43,0.11977922786593662
44,0.5282822354564954
45,0.12460328412844536
46,0.12435298798382828
47,0.22409994114919185
48,0.11842808462941942
49,0.07949985816262664
50,0.01738211467619192
51,0.06353390143311492
52,0.05452413536706674
53,0.20350476518737576
54,0.18935257489399365
55,0.07037249197092107
56,0.29159073068841757
57,0.11835037228513824
58,0.03937412388460429
59,0.04437178646889824
60,0.06423433447284603
61,0.05527784748769658
62,0.15135197411014498
63,0.35913636909040897
64,0.07038972371703459
65,0.4743252637488453
66,0.27044010341298025
67,0.177778444310278
68,0.04443312873506937
69,0.17521483965506127
70,0.20411468067502078
71,0.043655438303260484
72,0.06085284645350875
73,0.5033594682829186
74,0.14487118636349328
75,0.05829171119051445
76,0.14071402621033668
77,0.07914303779120627
78,0.21640885173812716
79,0.14643233143066023
80,0.05449636063925112
81,0.26179660782640873
82,0.11276828657554022
83,0.043703813558577345
84,0.2171631579695074
85,0.2669212565370184
86,0.027896118996027966
87,0.23179324041281205
88,0.16460777829330805
89,0.11829415879386693
90,0.05961884986766938
91,0.16855925536022723
92,0.44754079523895013
93,0.10319651110439543
94,0.11067183077346852
95,0.13556327840744953
96,0.05544573763079465
97,0.06499454498741572
98,0.11240058724948541
99,0.19355290602133307
100,0.2394126795905803
101,0.05682144439280764
102,0.09162360815017777
103,0.2153762794772541
104,0.30007749477092915
105,0.14476796466437777
106,0.5716549231660925
107,0.0820696068843601
108,0.09837938593039033
109,0.08365249306274866
110,0.4212210541761834
111,0.040781291903964643
112,0.07097613192368109
113,0.23250229264595054
114,0.2566404190395588
115,0.12090491947809594
116,0.47275194430842565
117,0.08074465195384965
118,0.10427266704440138
119,0.21988535450651445
120,0.07859119783797106
121,0.13127393945607344
122,0.12242212082200114
123,0.15772562851244337
124,0.11544263589976948
125,0.09610601186558015
126,0.42754735242003955
127,0.04616280027549897
128,0.09487440459816322
129,0.3972272126988448
130,0.07543183095418422
131,0.12399019159377879
132,0.08197417455495652
133,0.09293239302964876
134,0.07144525395569509
135,0.4640232643585335
136,0.1594895263493164
137,0.050301101296393196
138,0.04857368981124578
139,0.5242495987666035
140,0.09189448516878083
141,0.09436841758653666
142,0.18810415720045648
143,0.20315766079206518
144,0.19497773076555108
145,0.11948988627804864
146,0.22583588246299816
147,0.4377134210759709
148,0.22428183045886196
149,0.07146482710132902
150,0.0662455614691799
151,0.20187802595109872
152,0.2624697800339901
153,0.07947117611833394
154,0.363760302786517
155,0.05600646307257759
156,0.08441334736566616
157,0.16613377078379452
158,0.04112699530172647
159,0.4790257304975828
160,0.2372315211973564
161,0.11300553832018767
162,0.12354947736313318
163,0.09510605670349667
164,0.10449811342879523
165,0.05068332694214014
166,0.27437057894230205
167,0.09198498011045161
168,0.08717884937333432
169,0.14185419906057398
170,0.08047844769983309
171,0.049226410588258517
172,0.03430578807923095
173,0.06168507850866347
174,0.021050428916452788
175,0.2612762925779073
176,0.21194241509845518
177,0.04761195666867611
178,0.12687609870644398
179,0.48886780114212847
180,0.04717854952259809
181,0.09108740001187556
182,0.38514355277351586
183,0.4164696305484668
184,0.194881914660596
185,0.12809119144611447
186,0.16604560178338598
187,0.2565139831913044
188,0.07620323274102467
189,0.17708723771205032
190,0.08914686224297458
191,0.29399365051352466
192,0.18144501813159175
193,0.7653166736354984
194,0.41389013462584734
195,0.0841930926640678
196,0.11070749113372723
197,0.3568043341930829
198,0.3093065818571894
199,0.12346293035934888
200,0.11347125594904564
201,0.10166221156800613
202,0.12545521799627343
203,0.0857306085717536
204,0.06403573433376683
205,0.4217520536483266
206,0.15730814756249856
207,0.20996318132348415
208,0.1097986471192891
209,0.23499094924273067
210,0.2500949385941661
211,0.13803505457678414
212,0.2541552919029709
213,0.14432974000999022
214,0.06241177044863689
215,0.19815830390791275
216,0.03403475515180568
217,0.19660652430675182
218,0.054674472645366866
219,0.048457183187317614
220,0.21464942637046242
221,0.2270318643089303
222,0.04773635491340081
223,0.1286507806215443
224,0.13077975199466593
225,0.07781984457248058
226,0.16806681127761375
227,0.118517459419409
228,0.12400450287917639
229,0.08171098104305834
230,0.09681725086095994
231,0.11604632338381311
232,0.13138370445581765
233,0.021115596470807328
234,0.2243858846352567
235,0.050484647755032946
236,0.4720598630826555
237,0.0937452954385873
238,0.19906033379258822
239,0.0825628601645586
240,0.13276981918566366
241,0.0675495477134502
242,0.1432791963336961
243,0.20450228828166955
244,0.10746813134566695
245,0.09710880147612137
246,0.027484426928073166
247,0.34189288425562386
248,0.10368007633487775
249,0.07622322213765344
250,0.0559857295392976
251,0.3635280215191635
252,0.08137908819671608
253,0.2905215669894608
254,0.24206907759304588
255,0.0550422292344801
256,0.8023189148575431
257,0.11252637042856307
258,0.11438896149131413
259,0.03925385082615137
260,0.27407250038430203
261,0.11412833662273116
262,0.4752503478450752
263,0.49747519910960164
264,0.15617941608028185
265,0.08114265332873985
266,0.1362176644326056
267,0.14646925591297458
268,0.08610073487480817
269,0.5705031146274071
270,0.3871806904474643
271,0.7986492703832121
272,0.07233939296080653
273,0.06235235365980095
274,0.13239506637706125
275,0.09779965522416148
276,0.05887110137446326
277,0.25490993291344605
278,0.10680974412093691
279,0.13453070300557293
280,0.050102102595339884
281,0.13959012156290615
282,0.1706376255912845
283,0.16481805605308053
284,0.038950937332511426
285,0.057934666330466025
286,0.1050558212796751
287,0.5695002449264447
288,0.03876683511080388
289,0.15114028316691214
290,0.1848497102170353
291,0.08396292914684562
292,0.05870357472626212
293,0.1309568026545217
294,0.06503001507229912
295,0.23275042674272284
296,0.5503534058764848
297,0.1373885491321425
298,0.4150552742103283
299,0.09183250869055304
300,0.08031988154041354
301,0.10234020220124265
302,0.17219247531275617
303,0.032896968685864024
304,0.21957073354368173
305,0.8903947367935833
306,0.08557115737963662
307,0.22355952202747867
308,0.16381947596570692
309,0.09599896644637892
310,0.0589121635116933
311,0.4855300281369151
312,0.16300739469340048
313,0.18854041560025167
314,0.04018104727756064
315,0.12508732350281265
316,0.21725596565436708
317,0.17901155007470293
318,0.14087170778937022
319,0.12733240050895311
320,0.12630628061237678
321,0.17151787624007378
322,0.23340227347053769
323,0.12123128115385819
324,0.6018746006094072
325,0.16335241280334378
326,0.16352742097419837
327,0.07895666322834714
328,0.16692600126524562
329,0.10974137841543877
330,0.08155735787176048
331,0.14518128432207086
332,0.6352453315984979
333,0.2498893404564124
334,0.06724140835120078
335,0.14461728102591928
336,0.3372807897844889
337,0.16269628986064663
338,0.05271926312246135
339,0.3027093664110585
340,0.2421812667143158
341,0.41482769929708646
342,0.03986420403469607
343,0.059156182821598215
344,0.19491378070435614
345,0.1020756503811457
346,0.2886003171578688
347,0.6700678586612592
348,0.5792984477654001
349,0.1559821905436048
350,0.05921244914277651
351,0.0921318774827887
352,0.05176247495978744
353,0.07265046761927364
354,0.14820471914136812
355,0.10354022088845048
356,0.4697507251448679
357,0.11583422473473229
358,0.3548980633909432
359,0.16106942051477216
360,0.09132078311430762
361,0.186514344337673
362,0.006982928146792353
363,0.16949726698391146
364,0.14978717520672588
365,0.057240942483617586
366,0.10593509547800609
367,0.15396320572891584
368,0.3041924132791056
369,0.06008123015876677
370,0.05444459679402381
371,0.1474342231850377
372,0.13022121975981357
373,0.3007016643201281
374,0.12227347997951953
375,0.07958549965490826
376,0.09567651908764313
377,0.1640020547604106
378,0.09323838127915098
379,0.18502561023095335
380,0.23597026118487016
381,0.17511726055986782
382,0.22483098123842538
383,0.21101020366909748
384,0.10751788908969578
385,0.32541281166772285
386,0.1397300707070377
387,0.05290800906810869
388,0.1860886895195203
389,0.047012796418216776
390,0.07451279369497829
391,0.21304306193094438
392,0.13638853721581898
393,0.04431930441626829
394,0.2302916307001136
395,0.06568787742421564
396,0.09663281695851302
397,0.1339816716276432
398,0.199873942845334
399,0.15569056770319126
400,0.23510949487666474
401,0.10761641175786228
402,0.04640509258050844
403,0.39918202577439804
404,0.06323971618825108
405,0.07107471941644979
406,0.056549229491546
407,0.03139150569189416
408,0.2346520860028472
409,0.12778381602752467
410,0.037212883358856405
411,0.2309052111057618
412,0.027938693678754706
413,0.4288381543663179
414,0.18201342534072967
415,0.0886033840964655
416,0.02563578936229436
417,0.08334535030948988
418,0.37045364470510295
419,0.07671899541011995
420,0.0533942322294981
421,0.0690391248831096
422,0.1267202847758761
423,0.08630350796942791
424,0.1557207822845708
425,0.2669315413561044
426,0.08468193719482742
427,0.03549517384588145
428,0.08446365163251578
429,0.16369285563944655
430,0.17356527694972765
431,0.196458731099923
432,0.0783276371987451
433,0.11135465943782391
434,0.08732994564477425
435,0.14180568456883536
436,0.12214227651280586
437,0.14251669210129386
438,0.1440024183077862
439,0.15626356357257526
440,0.1349819572930571
441,0.37650654503678666
442,0.06675148001601869
443,0.03548027134445225
444,0.06744699127668399
445,0.0955605701671667
446,0.06277422650601107
447,0.6791584505974434
448,0.17197586501336595
449,0.29644989950274414
450,0.13144276358583837
451,0.07972372833379071
452,0.04878169981175728
453,0.13942788479607343
454,0.6504937602167946
455,0.1051510265485968
456,0.11034035499553328
457,0.07361898613811589
458,0.40390387339295164
459,0.241290390642796
460,0.5976047042300761
461,0.07115526052780653
462,0.20925965675957595
463,0.3040189236559701
464,0.49581831774982704
465,0.21821993001522605
466,0.07098037487420555
467,0.19074737759137808
468,0.14311059181413738
469,0.07074010328549672
470,0.12325055181740201
471,0.31578600343631175
472,0.5127066365472592
473,0.09652065938972441
474,0.08433575965165745
475,0.08295460525949147
476,0.043437652847013584
477,0.06473953489468591
478,0.17000650342814233
479,0.04329017671068268
480,0.06209571014295364
481,0.11845439678950313
482,0.7035595689893328
483,0.125890505006609
484,0.09619612304575532
485,0.06790967072374758
486,0.15829706659987872
487,0.06370875253100527
488,0.11008684171284107
489,0.11274627704856688
490,0.0633466727040493
491,0.15363554562334986
492,0.09936456288847556
493,0.05924733208373624
494,0.15959768746438505
495,0.07324369074032766
496,0.05692317552551683
497,0.7974499866123791
498,0.10900645806393722
499,0.4598317514458448
500,0.11086742099962246
501,0.22802917288755717
502,0.0994599594477349
503,0.12979933575863442
504,0.0968634194716914
505,0.10434317609929787
506,0.09875051346549775
507,0.15666230649009227
508,0.07095665304053243
509,0.07958984555622967
510,0.15320203299062848
511,0.14928336621078275
512,0.12471229632179957
513,0.08059623939290052
514,0.0848443068828943
515,0.2894883245866947
516,0.0835406064433802
517,0.2136989876533266
518,0.2589951800401857
519,0.15441809037208182
520,0.04741179553522601
521,0.10480311223888866
522,0.14653956253012249
523,0.1333237735246899
524,0.22221760139455562
525,0.6001803871326352
526,0.14128983868845144
527,0.5620695888156778
528,0.15984822338901633
529,0.1814917631255515
530,0.06203713140339896
531,0.040069797208823074
532,0.12161259574968936
533,0.29088002942943336
534,0.10738246011032841
535,0.1034436105889248
536,0.11420596575562193
537,0.449193858754144
538,0.1309009543320691
539,0.056805973712221985
540,0.06089802132578845
541,0.16200376572843783
542,0.10970501399203729
543,0.17010800770833234
544,0.1107423083455097
545,0.10981870900261877
546,0.20158687799347505
547,0.12785738305508473
548,0.7168609532281257
549,0.10862324342946186
550,0.49236712783563763
551,0.07743026656603788
552,0.13914476201888262
553,0.0996734102467449
554,0.2615200781936617
555,0.07594137695306659
556,0.23928086743633806
557,0.29171979944241827
558,0.5208984889106558
559,0.5443915336231442
560,0.11928567540476458
561,0.14277024960435827
562,0.6411032767394698
563,0.5680769659323872
564,0.13548767314414034
565,0.0874958309523511
566,0.231001776923781
567,0.10243479093942563
568,0.07955819891330282
569,0.3385470409614611
570,0.37917485265951295
571,0.1952580098792011
572,0.4425637541185934
573,0.10254401503182188
574,0.25279059770346113
575,0.07941139818642912
576,0.18971163756202702
577,0.06566024946540824
578,0.33145677880143787
579,0.29756298313200985
580,0.24656638895689198
581,0.24394934041745533
582,0.38613490250110033
583,0.0767255170219707
584,0.11350641945051383
585,0.0917940698550425
586,0.5029395895976098
587,0.06595757409072216
588,0.09802578805933243
589,0.27074926610513783
590,0.052632402020246966
591,0.08068124423549791
592,0.5296943756804505
593,0.25104947178407927
594,0.49515571111608664
595,0.08272235708714042
596,0.08145683136616594
597,0.16384358991362724
